1992,27,16.13,1,0,9995
2017,21,16.13,1,0,33000
2002,21,8.42,1,0,15900
2007,35,11.25,2,0,118900
2001,30,16.13,2,0,42500
1963,34,16.13,2,0,8900
2019,25,9,2,0,131335
2019,18,8.5,1,0,19941
2019,23,8.5,1,0,145988
2000,24,8.5,1,0,18900
2014,28,810,1,0,94900
2020,19,8,1,0,53400
1998,27,8.5,2,0,15000
1977,42,14.83,2,0,59900
2019,44,16.13,2,0,939000
2019,25,8.5,1,0,185243
1999,23,16.13,1,0,14900
2019,23,9,1,0,105496
2017,19,16.13,1,0,36500
2020,20,8.5,1,0,46413
2009,33,10.58,2,0,86900
2017,21,16.13,1,0,44900
2016,35,16.13,2,0,249900
2012,22,8.5,1,0,44995
2017,44,14.92,2,0,779900
2014,39,15,2,0,535900
1997,35,12.42,2,0,59900
2019,21,16.13,1,0,34471
2019,33,11,2,0,327693
1990,27,9,1,0,9995
2020,21,8.33,2,0,58563
2015,27,16.13,1,0,49995
2019,22,8.4,1,0,52306
2017,24,8.5,1,0,37500
2002,35,16.13,2,0,84900
2019,21,9,1,0,63799
2019,20,8.5,1,0,41839
2020,22,8.42,1,0,69646
2010,20,16.13,1,0,44995
2019,22,102,1,0,133267
1986,36,13.17,2,0,22900
2006,41,13.17,2,0,189995
2001,34,11.42,2,0,79900
2005,21,8.42,1,0,12000
2020,22,8.42,1,0,69646
2003,40,13.67,2,0,164900
1996,23,16.13,1,0,8450
2020,16,7.08,1,0,33817
2019,24,9,1,0,60782
2019,21,9,1,0,54264
2020,46,14.75,2,0,1144992
2019,24,8.4,1,0,69043
2018,23,16.13,1,0,54960
2014,25,16.13,1,0,35900
2019,20,8.17,1,0,113618
2019,18,7.5,1,0,38528
1994,24,16.13,1,0,13500
2017,35,11.33,2,0,349000
2018,22,8.5,1,0,27995
1998,31,11,2,0,49700
1988,37,13,2,0,27900
1995,17,16.13,1,0,995
2019,18,8,1,0,38161
1991,31,16.13,2,0,28995
2020,20,8.5,1,0,46524
2019,21,9,1,0,60931
2007,21,8.5,1,0,16500
2019,22,9,1,0,50935
2019,22,8.5,1,0,28411
2019,24,8.5,1,0,46971
1985,39,13.92,2,0,39900
1997,24,8.5,1,0,12900
2008,25,16.13,1,0,24995
2002,24,16.13,1,0,13995
1989,28,10.5,2,0,19995
2007,31,10.5,2,0,74900
1985,40,14.83,2,0,99800
2005,21,8,1,0,29900
2019,18,8,1,0,38161
2006,37,16.13,2,0,139900
2005,26,16.13,1,0,44900
2007,22,8.5,1,0,18995
1994,23,16.13,1,0,7900
2013,28,16.13,1,0,75995
2015,30,16.13,1,0,79995
1986,30,16.13,2,0,6999
2020,19,8,1,0,53443
2004,33,16.13,2,0,49900
2019,50,15,2,0,1551774
1993,37,13.25,2,0,42900
2005,34,16.13,2,0,56000
2020,24,8.33,1,0,72751
